"Short desc","Keywords","Level","Vnum","Room","Location","Flags","Weight","Value","Material","Worn","Item type","AC/SLevel","Capacity","Spells","Affects","hit roll","damage roll","hp","armor class","strength","dexterity","intelligence","wisdom","constitution","sex","class","level","age","(unknown)","(unknown)","endurance","hp","gold","experience","armor class","hit roll","damage roll","saves","none","air sphere","earth sphere","fire sphere","spirit sphere","water sphere","Bit affects",","Other"
"{cb{Clu{ce c{Colore{cd b{Clanket{cs{x in an {De{rl{Degan{rt{Dly ca{rr{Dved cr{ri{Db{x","blue blankets elegantly carved crib",0,63252,63394,"in room: A Royal Nursery","-------------------",0,0,"wood","(nosac)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"A heavy, well-made spear","heavy spear",10,10506,10508,"on A heavy set Aiel man ","-----------------#-",0,65,"cloth","(take wield)","weapon(none)","5d7",0,"none","+4dam,+4dam",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,"",,""
"A basket","A basket",3,10502,10511,"in room: The Weaver's Hut","----------P--------",0,65,"container","(none)","container",0,"0lbs, 0 max (0% bulk),"close closed ","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"A comfortable cushion","cushion red",0,10509,10515,"in room: An Aiel Home","---R------P--------",0,0,"leather","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"firepit","fire pit firepit",5,50,50,"in room: A clearing at the edge of the road.","----g--------------",100,0,"rock","(none)","container",0,"500lbs, 20 max (0% bulk),"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a warning sign","sign post warning note writting",0,78,51,"in room: In the forest","-------------------",0,0,"cloth","(none)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"{wa {Dh{wol{De {win the {Dw{wal{Dl{x","gaps holes walls",0,16054,63,"in room: Inside the old rotting cottage","-------------------",0,0,"stone","(nosac)","container",0,"5lbs, 1 max (0% bulk),"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"broken {Dsha{xr{cds{x of {Cg{clas{Cs{x","broken glass bottle",15,52,16087,"inside {wa {Dh{wol{De {win the {Dw{wal{Dl{x in {CA Disused Bakery{x","------d-v----------",1,1,"cloth","(take wield)","weapon(slice)","5d10",0,"sharp","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a set of {Ypi{ygtai{Yls{x with {Gb{Ro{Ww{Cs{x","pigtails hair bow",30,55,67,"on a young tinker girl","----g--------------",1,10,"hair ribbon","(take head)","armor","5/10/5/10",-1218724172,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a small {Cball{x","toy boys ball",1,56,67,"on a young tinker girl","-------------------",1,2,"cloth","(take hold)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a strange wooden closet","wardrobe",1,77,68,"in room: Inside a wagon","-M-------------B---",500,1000,"wood","(none)","portal to Within a strage closet",4135,0,"1","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a thick {yleather{x {rhu{Dnti{rng{x belt","animal trap belt",55,57,71,"on a male tinker","---------b---------",1,10,"fur","(take waist)","armor","15/15/15/10",0,"","+1dam,+1str,+1dam",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"",,""
"a {Gco{Rlo{Yrf{Cul{x hand-made {Bbl{Wou{Bse{x","tinker colorful blouse shirt",50,59,71,"on a female tinker","-------------------",1,20,"cloth","(take torso)","armor","20/15/10/5",0,"","+1wis",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Wcalm{x {Cha{cpp{Cy{x look","calm happy look face",45,61,73,"on a motherly looking tinker","-M----------R------",0,10,"flesh","(take face)","armor","12/11/10/12",0,"","+3int,+3wis",0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a carved walking stick","carved walking stick",10,70,74,"on a fat little peddler","-----------------#-",2,300,"wood","(take wield)","weapon(smash)","5d7",0,"none","+4dam,+4dam",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,"",,""
"a large fying {cpan{x","frying pan",10,71,74,"on a fat little peddler","-----------------#-",30,200,"metal","(take wield)","weapon(smash)","5d7",0,"none","+4dam,+4dam",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,"",,""
"a very large {ys{rt{yew{x {Dpot{x","Large stew pot",10,72,74,"on a fat little peddler","-----------------#-",15,200,"tin","(take head hold)","armor","10/10/20/10",0,"","-2int,+1con",0,0,0,0,0,0,-2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Gc{Co{Rl{Mor{Rf{Cu{Gl{x {Ws{Cilke{Wn{x cloak","colorful tinker cloak",10,73,74,"on a fat little peddler","-----------------#-",2,200,"cloth","(take body)","armor","15/10/15/10",0,"","+1dex",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Ws{Di{Wlv{De{Wr{x container full of {ytu{rrki{ysh{x {Mde{mlig{Mht{x","turkish delight",5,74,74,"on a fat little peddler","-----------------#-",2,200,"cloth","(take)","pill",90,0,"slow,levitate,gag","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Yb{Welie{Yf{x in the {Wway{x of the {Gl{gea{Gf{x","belief way leaf",60,75,75,"on the Mahdi","---------b-----B---",2,100,"faith","(take float)","light",0,999,"(limited)","-3hit,-3dam,+30arm,+1dex,+1int,+30arm,-3hit,-3dam",-3,-3,0,30,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,30,-3,-3,0,0,0,0,0,0,0,"",,""
"a pair of {Rco{Clo{Grf{Mul{x {Yle{yath{Yer{x breeches","pants breeches leg",60,62,75,"on the Mahdi","-----h-------------",2,10,"cloth","(take legs)","armor","20/10/20/10",0,"","-1str,+1dex",0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a pair of {ydo{Yesk{yin{x {Dboots{x","boots tan leather",60,63,75,"on the Mahdi","-------------------",2,20,"leather","(take feet)","armor","20/15/15/10",0,"","+1dex",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"{Yo{yile{Yd{x chest {Wmu{Dscl{Wes{x","well defined chest muscle",50,65,81,"on a male dancer","-------------------",1,10,"flesh","(take torso)","armor","10/15/10/15",0,"","+1str",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Wc{Da{Wrv{De{Wd{x {Ds{yton{De{x bracelet","tinker bracelet stone",50,64,81,"on a female dancer","-------------------",1,50,"stone","(take wrist)","armor","12/12/12/14",0,"","+1wis",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a beautiful {Ylute{x","lute",50,66,81,"on the lute player","----g--------------",3,100,"wood","(take hold)","treasure",0,0,"","-1hit,-1dam,+1int,-1hit,-1dam",-1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,"",,""
"a set of large {ywooden{x {Wdr{Du{Wms{x","drums",50,67,81,"on a long-haired drummer","-------------------",5,100,"wood leather","(take hold)","treasure",0,0,"","-1hit,-1dam,+1str,-1hit,-1dam",-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,"",,""
"a short {ylog{w that is {rb{Rur{Yn{Ri{rng{w on one end","burning log",50,420,86,"inside firepit in A tiny clearning","----g--------------",0,100,"wood","(take wield)","weapon(pound)","6d11",0,"flaming","+4dam,+4dam",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,"",,""
"a signet {Rb{rloo{Rd{x ring","signet blood fang ring",90,86,86,"on a crazy wolfkin","------d-v------B---",1,100,"onyx","(take finger)","armor","22/22/22/24",0,"","+4hit,+4dam,+1str,+1dex,+1con,+4hit,+4dam",4,4,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,"",,""
"a pair of {Rb{rlood{Ry{x {Wl{Dac{We{x gloves","gloves hand leather",90,68,86,"on a crazy wolfkin","------d-v----------",1,100,"leather","(take hands)","armor","25/20/25/20",0,"","+2hit,+2dam,+1str,+1dex,-1wis,+2hit,+2dam",2,2,0,0,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,"",,""
"a long {Rb{rlood{Ry{x {Wda{Dgger{x","bloody dagger",90,69,86,"on a crazy wolfkin","------d-v---R------",5,100,"steel","(wield)","weapon(pierce)","10d15",0,"sharp poison","+4hit,+4dam,+4hit,+4dam",4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,"",,""
"a {Ygo{yld{Yen{x pipe with lenses in it","pipe",1,58,87,"in room: On top of a wagon","-------------------",1,100,"gold","(take hold)","treasure",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"A dirty box sits on the shelf","box",0,88,88,"in room: A dark cellar","-------------------",10,0,"cloth","(none)","container",99,"0lbs, 0 max (0% bulk),"close closed locked","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {ydirty{x and torn {Yc{Wloa{Yk{x","white cloak",80,53,89,"on a retired fighter","-------------------",1,4,"cloth","(take body)","armor","20/20/20/20",0,"","+1hit,+1dam,-1int,+1con,+1hit,+1dam",1,1,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"",,""
"a heavy {Dmo{Wr{Dnings{Wt{Dar{x with a large {rs{Rp{rik{Re{rd{x ball","flail morningstar star",90,81,89,"on a retired fighter","---------------B---",3,100,"iron","(take wield)","weapon(none)","10d15",0,"none","+10hit,+10dam,+1str,+1dex,+10hit,+10dam",10,10,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,"",,""
"a dull, worn blade","sword sunburst hilt",80,54,89,"on a retired fighter","------d-v----------",2,5,"steel","(take wield)","weapon(stab)","9d14",0,"none","+4dam,+4dam",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,"",,""
"a warning sign","Warning sign post note writting",0,76,91,"in room: The Endless Forest","-------------------",0,0,"cloth","(none)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"an ancient {yhorn{x with {Dstrange{x markings","horn mystical",80,98,99,"on mr. Tumnus","-M-------b-----B---",3,200,"stone","(take back)","treasure",0,0,"","+25arm,+1wis,+25arm",0,0,0,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,"",,""
"a {Mportal{x to a strange world","door gate portal opening light cold",10,79,99,"in room: Within a strage closet","-------------------",1000,0,"etheral","(none)","portal to Within a strage closet",4096,6,"64","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"an exit portal that drops you somewhere","exit warddrobe wardrobe",10,80,99,"in room: Within a strage closet","-------------------",1000,0,"etheral","(none)","portal to nowhere?",1,-1,"16","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a mug of {ra{yl{re{x","ale",0,154,154,"on a {Wb{wa{Drt{we{Dnd{we{Wr{x","-----------------#-",0,20,"ale","(take)","drink container",0,10,"ale","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"some {ywh{Yi{ysk{Ye{yy{x","whiskey",0,155,154,"on a {Wb{wa{Drt{we{Dnd{we{Wr{x","-----------------#-",0,25,"whiskey","(take)","drink container",0,5,"whisky","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a glass of {mr{re{md w{ri{mne{x","wine glass",0,157,155,"on the {RI{rnn{Dk{Ree{rp{Re{rr{x","-----------------#-",0,30,"wine","(take)","drink container",0,12,"red wine","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a mug of {Dd{ya{Drk {ya{Dl{ye{x","ale mug",0,158,155,"on the {RI{rnn{Dk{Ree{rp{Re{rr{x","-----------------#-",0,30,"ale","(take)","drink container",0,10,"dark ale","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a table","table",0,150,165,"in room: A Small Sentry House","-------------------",0,0,"wood","(none)","container",0,"100lbs, 10 max (100% bulk),"closed ","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Dd{re{Dck{x of {rca{Dr{rds{x","deck cards",1,151,165,"inside a table in A Small Sentry House","-------------------",0,15,"wood","(take hold)","treasure",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a pair of {Db{woo{Dts{x","boots",55,153,168,"on a {gr{wu{Dm{gp{Dl{we{gd{x man","-------------------",1,45,"leather","(take feet)","armor","23/12/14/6",0,"","+15end",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a cloak of {yr{ra{ygs{x","cloak rags",55,152,168,"on a {gr{wu{Dm{gp{Dl{we{gd{x man","-------------------",1,85,"cloth","(take body)","armor","19/13/10/13",-1218713508,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a lumpy {Bb{We{Bd{x","bed",0,156,169,"in room: A Plain Room","-------------------",5,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a whicker {yb{ra{ysk{re{yt{x","basket",1,165,171,"in room: Shop","-------------------",0,15,"whicker","(take)","container",0,"1lbs, 10 max (100% bulk),"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a sharp {Wn{Dee{Wdle{x","needle",1,166,171,"inside a whicker {yb{ra{ysk{re{yt{x in Shop","-------------------",0,5,"steele","(take hold)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a spool of {rthr{Rea{rd{x","spool thread",1,168,171,"inside a whicker {yb{ra{ysk{re{yt{x in Shop","-------------------",0,5,"thread","(take)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a pair of {Dsc{wi{Wss{wo{Drs{x","scissors",25,167,171,"inside a whicker {yb{ra{ysk{re{yt{x in Shop","-------------------",0,25,"metal","(take wield)","weapon(none)","5d8",0,"none","+9dam,+9dam",0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,"",,""
"a {Ww{woo{Wl{we{Wn{x shirt","wool woolen shirt tailored",10,169,171,"on a {yt{Wai{yl{Wo{yr{x","-----------------#-",1,60,"wool","(take torso)","armor","10/8/8/4",-1218710460,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a warm, flowing {ccl{Coa{ck{x","cloak",10,171,171,"on a {yt{Wai{yl{Wo{yr{x","-----------------#-",0,60,"wool","(take body)","armor","8/8/10/4",-1218710188,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"{Dl{yea{Dth{ye{Dr{x gloves","leather gloves",10,174,172,"on a leather {yw{Do{yrk{De{yr{x","-----------------#-",0,75,"leather","(take hands)","armor","15/5/5/5",-1218709812,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Dl{yea{Dth{ye{Dr{x belt","leather belt woven",10,173,172,"on a leather {yw{Do{yrk{De{yr{x","-----------------#-",0,75,"leather","(take waist)","armor","15/5/5/5",-1218709900,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a pair of {Dl{yea{Dth{ye{Dr{x boots","sturdy leather boots",10,172,172,"on a leather {yw{Do{yrk{De{yr{x","-----------------#-",0,75,"leather","(take feet)","armor","15/5/5/5",-1218710004,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a shiny {Dlo{wng{Ws{wwo{Drd{x","longsword sword shiny",10,175,173,"on a {Dbl{ra{Dcksm{ri{Dth{x","-----------------#-",2,90,"steel","(take wield)","weapon(none)","5d7",0,"none","+4dam,+4dam",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,"",,""
"a shiny {Dsh{cor{Cts{cwo{Drd{x","shiny shortsword sword",10,176,173,"on a {Dbl{ra{Dcksm{ri{Dth{x","-----------------#-",0,90,"steele","(take wield)","weapon(none)","5d7",0,"none","+4dam,+4dam",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,"",,""
"a double-headed {Da{rx{De{x","axe",10,177,173,"on a {Dbl{ra{Dcksm{ri{Dth{x","-----------------#-",3,90,"steele","(take wield)","weapon(none)","5d7",0,"none","+4dam,+4dam",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,"",,""
"a shiny {Dd{ca{Dgg{ce{Dr{x","shiny dagger",10,178,173,"on a {Dbl{ra{Dcksm{ri{Dth{x","-----------------#-",1,90,"steele","(take wield)","weapon(none)","5d7",0,"sharp","+4dam,+4dam",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,"",,""
"a blood-covered {yb{rut{Dc{rhe{yr{x knife","butcher knife",60,179,175,"on a {Wbu{Rt{rc{Rh{Wer{x","-------------------",1,95,"steele","(take wield)","weapon(none)","7d12",0,"sharp","+4dam,+4dam",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,"",,""
"a slab of {yp{ro{yrk{x","pork slab food",0,180,175,"on a {Wbu{Rt{rc{Rh{We{Wr{x","-----------------#-",0,25,"pork","(take)","food",10,10,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a cows {rt{Do{rng{Du{re{x","cow cows tongue food",0,181,175,"on a {Wbu{Rt{rc{Rh{We{Wr{x","-----------------#-",0,15,"tongue","(take)","food",8,8,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a side of {Db{ree{Df{x","side beef food",0,182,175,"on a {Wbu{Rt{rc{Rh{We{Wr{x","-----------------#-",0,20,"beef","(take)","food",12,12,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Yp{Wo{Yck{We{Ytw{Wa{Ytch{x","pocketwatch watch",0,162,176,"on a {Cj{We{Cwel{We{Cr{x","-----------------#-",0,35,"gold","(none)","treasure",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a single {mt{Mu{Wl{Mi{mp{x","tulip",0,159,177,"on a {gf{Gl{Yo{Wr{Yi{Gs{gt{x","-----------------#-",0,10,"flower","(take hold)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a bunch of {Wd{Yai{Ws{Ye{Wys{x","daisey daiseys",0,160,177,"on a {gf{Gl{Yo{Wr{Yi{Gs{gt{x","-----------------#-",0,10,"cloth","(take)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a dozen long-stemmed {rr{Ro{rs{Re{rs{x","roses rose",0,161,177,"on a {gf{Gl{Yo{Wr{Yi{Gs{gt{x","-----------------#-",0,25,"cloth","(take)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a wicked {Dd{wa{Wgg{we{Dr{x","wicked dagger",60,184,183,"on {gH{De{grb{x","-------------------",1,90,"steel","(take wield)","weapon(none)","7d12",0,"none","+4dam,+4dam",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,"",,""
"some worn {ytr{wou{ys{we{yrs{x","worn trousers",60,185,183,"on {gH{De{grb{x","-------------------",1,50,"cloth","(take legs)","armor","20/20/20/0",-1218708188,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a worn {yc{woa{yt{x","worn coat",60,186,183,"on {gH{De{grb{x","-------------------",1,65,"cloth","(take torso)","armor","20/20/20/0",0,"","+2arm,+2arm",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,"",,""
"worn {yb{Doo{yts{x","worn boots",60,187,183,"on {gH{De{grb{x","-------------------",1,55,"cloth","(take feet)","armor","20/20/20/0",-1218707772,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Dp{we{Wwt{we{Dr{x medallion","pewter medallion",60,188,183,"on {gH{De{grb{x","--------v----------",0,0,"cloth","(take neck)","armor","10/15/5/30",0,"","+2hit,+2dex,-4con,+2hit",2,0,0,0,0,2,0,0,-4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"",,""
"a worn {yb{De{ylt{x","worn leather belt",60,189,183,"on {gH{De{grb{x","-------------------",1,50,"leather","(take waist)","armor","20/20/30/0",-1218707500,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"{ys{You{Wrdo{Yug{yh{x bread","sourdough bread food",0,190,188,"on a {yb{Ya{yrt{Ye{ynd{Ye{yr{x","-----------------#-",0,10,"dough","(take)","food",5,5,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"peach {yc{Wo{Ybbl{We{yr{x","peach cobbler food",0,191,188,"on a {yb{Ya{yrt{Ye{ynd{Ye{yr{x","-----------------#-",0,10,"peaches","(take)","food",6,6,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"goat {Ych{Wee{Yse{x","goat cheese food",0,192,188,"on a {yb{Ya{yrt{Ye{ynd{Ye{yr{x","-----------------#-",0,10,"goats milk","(take)","food",5,5,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a jaunty {Ws{ba{Bil{bo{Wr{x's hat","jaunty hat",19,4224,4200,"on a bare-chested {Ws{ba{Bil{bo{Wr{x","-------------------",1,25,"cloth","(take head)","armor","5/5/5/4",0,"","+1dex",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"the stench of {ya{Ylc{yohol{x","stench",6,4231,4220,"on a {Dslobbering{x drunk","-------------------",0,5,"cloth","(take float)","armor","2/2/2/2",0,"","-1int,+1con",0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"an {gem{Ge{gra{Gl{gd{x studded necklace","necklace emerald",12,4228,4248,"on an {mel{Me{Wg{Ma{mnt{x noblewoman","-------------------",1,125,"jewelry","(take neck)","armor","3/3/3/2",-1218716900,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a bunch of dark {Wi{yv{Wory{x lace at the cuff","lace cuff",9,4229,4267,"on an long-haired {bno{Bbl{bema{Bn{x","-------------------",0,55,"lace","(take wrist)","armor","3/2/2/2",0,"","+1con",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {ybr{Yon{yze{x bell-shaped helmet","bell helmet",65,4225,4353,"on a stern-faced {cg{Cat{Ye{Wg{Yu{Car{cd{x","-------------------",1,85,"metal","(take head)","armor","17/16/16/16",0,"","+1str",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a pair of {yleather{x gauntlets","gauntlets",65,4226,4353,"on a stern-faced {cg{Cat{Ye{Wg{Yu{Car{cd{x","-------------------",1,25,"leather","(take hands)","armor","17/16/16/16",0,"","+1con",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {ybr{Yon{yze{x hilted longsword","longsword sword",65,4227,4353,"on a stern-faced {cg{Cat{Ye{Wg{Yu{Car{cd{x","-------------------",3,45,"metal","(take wield)","weapon(slash)","7d12",0,"none","+9dam,+1str,+9dam",0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,"",,""
"a low {ylimb{w on the {gtr{Ge{ge{w","tree large limb tall",0,4206,4361,"in room: A Muddy Intersection","-------------------",0,0,"wood","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
