"Short desc","Keywords","Level","Vnum","Room","Location","Flags","Weight","Value","Material","Worn","Item type","AC/SLevel","Capacity","Spells","Affects","hit roll","damage roll","hp","armor class","strength","dexterity","intelligence","wisdom","constitution","sex","class","level","age","(unknown)","(unknown)","endurance","hp","gold","experience","armor class","hit roll","damage roll","saves","none","air sphere","earth sphere","fire sphere","spirit sphere","water sphere","Bit affects",","Other"
"a pair of folded, {yco{Ypp{yer{x gauntlets","copper gauntlets",10,324,316,"on a tall, balding man","-----------------#-",1,69,"copper","(take hands)","armor","13/12/9/1",-1208618088,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a pair of folded, iron gauntlets","iron gauntlets",10,323,316,"on a tall, balding man","-----------------#-",1,79,"iron","(take hands)","armor","16/13/18/3",-1208618176,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {csilk{x-lined, {yleather{x belt","silk leather belt",10,326,316,"on a tall, balding man","-----------------#-",1,65,"silk","(take waist)","armor","16/16/16/2",-1208617912,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a studded, {yleather{x belt","studded leather belt",10,325,316,"on a tall, balding man","-----------------#-",1,50,"leather","(take waist)","armor","12/11/11/1",-1208618000,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a simple, heavy wool cloak","simple wool cloak",10,328,316,"on a tall, balding man","-----------------#-",1,74,"wool","(take torso body)","armor","10/10/13/2",-1208617736,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {csilk{x-lined cloak","silk lined cloak",10,327,316,"on a tall, balding man","-----------------#-",4,89,"silk","(take body)","armor","14/14/19/3",-1208617824,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {wpearl{x earring","pearl earring",40,366,318,"on a mother","-------------------",1,30,"pearl","(take ear)","armor","14/14/10/2",0,"","+1int",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a plate of smoked salmon","smoked salmon",0,329,324,"on a {Ybl{yon{Yde{x haired woman","-----------------#-",1,25,"fish","(take)","food",4,4,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a whole smoked turkey","roasted turkey",0,330,324,"on a {Ybl{yon{Yde{x haired woman","-----------------#-",2,27,"turkey","(take)","food",6,6,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a bag of pork rinds","fried pork rinds",0,331,324,"on a {Ybl{yon{Yde{x haired woman","-----------------#-",1,20,"pork","(take)","food",2,2,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a loaf of honey bread","honey bread",0,332,324,"on a {Ybl{yon{Yde{x haired woman","-----------------#-",1,15,"bread","(take)","food",3,3,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a plate of baked lamb","baked lamb",0,333,324,"on a {Ybl{yon{Yde{x haired woman","-----------------#-",1,26,"lamb","(take)","food",4,4,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a bowl of country stew","country stew",0,334,324,"on a {Ybl{yon{Yde{x haired woman","-----------------#-",1,28,"stew","(take)","food",3,3,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a mug of {ga{Gp{gp{Gl{ge{x juice","apple juice",0,353,330,"on a {bb{Blu{be e{Bye{bd{x woman","-----------------#-",1,10,"apple","(take)","drink container",0,1,"apple cider","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a pouch of two rivers leaf","two rivers leaf",0,354,330,"on a {bb{Blu{be e{Bye{bd{x woman","-----------------#-",1,100,"tabac","(take)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a bottle of spiced rum","spice rum",0,355,330,"on a {bb{Blu{be e{Bye{bd{x woman","-----------------#-",1,85,"rum","(take)","drink container",0,4,"rum","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a shot of cognac","shot cognac",0,356,330,"on a {bb{Blu{be e{Bye{bd{x woman","-----------------#-",1,99,"cognac","(take)","drink container",0,1,"local specialty","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a bunch of segade blossoms","segade blossoms",0,335,333,"on a {Bblue{x eyed lady","-----------------#-",1,34,"segade","(take)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a dozen {Wwhite{x roses","dozen white roses",0,336,333,"on a {Bblue{x eyed lady","-----------------#-",1,60,"rose","(take)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a bouquest of azaleas","bouquet azaleas",0,337,333,"on a {Bblue{x eyed lady","-----------------#-",1,32,"azalea","(take)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a creeping clementis vine","vine creeping clementis",0,338,333,"on a {Bblue{x eyed lady","-----------------#-",1,26,"clementis","(take)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a pot of hydrogena","hydrogena pot",0,339,333,"on a {Bblue{x eyed lady","-----------------#-",1,34,"hydrogena","(take)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a domani shield bush","domani shield bush",0,340,333,"on a {Bblue{x eyed lady","-----------------#-",2,27,"brush","(take)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a large glass of rum from Kandor","kandori rum",0,349,334,"on a short {ybl{Yon{yde{x man","-----------------#-",1,25,"rum","(take)","drink container",0,2,"rum","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a bottle of {gap{Gp{gle{x brandy","apple brandy",0,350,334,"on a short {ybl{Yon{yde{x man","-----------------#-",1,75,"brandy","(take)","drink container",0,4,"brandy","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a pouch of tabac","pouch tabac",0,351,334,"on a short {ybl{Yon{yde{x man","-----------------#-",1,50,"tabac","(take)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a glass of rice wine","rice wine",0,352,334,"on a short {ybl{Yon{yde{x man","-----------------#-",1,68,"wine","(take)","drink container",0,1,"white wine","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a slice of apple pie","apple pie food",0,368,339,"on the master chef","-----------------#-",1,10,"apples","(take)","food",2,2,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a roastbeef dinner","roastbeef dinner roast beef food",0,369,339,"on the master chef","-----------------#-",1,25,"beef","(take)","food",6,6,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a multi-colored, patched cloak","cloak",50,370,340,"on a gleeman","-------------------",1,75,"cloth","(take body)","armor","10/15/10/15",0,"","+1wis",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a gruesome mask","gruesome mask",50,365,341,"on a dark man","----g--------------",2,45,"leather","(take face)","armor","15/15/15/5",0,"","+1wis",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a simple bed","simple bed",0,348,344,"in room: Room 40","-------------------",500,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {yle{Yath{yer{x history book","history book",45,363,357,"in room: Library","-------------------",1,40,"leather","(take hold)","trash",0,0,"","+1int",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {ywooden{x table","wood table chair",0,364,357,"in room: Library","-------------------",0,0,"wood","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {yf{rou{yr{w-{yp{ro{yst{re{yr{x bed","bed",0,371,365,"in room: An Occupied Room","-------------------",0,0,"wood","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {ywooden{x wine rack","wine rack",50,357,376,"in room: Wine Rack","-------------------",0,0,"wood","(none)","container",0,"300lbs, 400 max (100% bulk),"close closed ","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a bottle of {Rred wine{x","bottle wine",20,358,376,"inside a {ywooden{x wine rack in Wine Rack","-------------------",1,40,"wine","(take)","drink container",0,4,"red wine","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a lumpy bed","lumpy bed",5,345,399,"in room: Room 409","-------------------",100,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a short sword","sword",50,347,399,"on a young man","-------------------",2,150,"steel","(take wield)","weapon(slash)","6d11",0,"sharp","+4dam,+4dam",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,"",,""
"a travelworn walking {ystaff{x","travel worn walking staff",90,471,400,"on a tall, lanky {Dtr{wa{Wve{wl{Der{x","-------------------",2,100,"wood","(take wield)","weapon(crush)","10d15",0,"none","+6hit,+4dam,+6hit,+4dam",6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,"",,""
"a tall {Dancient{y tree{w","tall ancient tree",70,439,402,"in room: A {yW{wor{yn Path{w","-------------------",0,0,"wood","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a large ant mound","mound hill",100,419,407,"in room: A {yW{wor{yn Path{w","-------------------",20,0,"dirt","(nosac)","container",0,"100lbs, 100 max (0% bulk),"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"the low hanging {ybranches{w","tall branches tree",60,438,407,"in room: A {yW{wor{yn Path{w","-------------------",0,0,"wood","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a small pile of {Wbones{w","pile bones",0,449,408,"in room: A {DDead End{w","-------------------",0,0,"bone","(none)","container",0,"100lbs, 100 max (0% bulk),"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a thick leg {Wbone{w","thick bone",75,450,408,"inside a small pile of {Wbones{w in A {DDead End{w","-------------------",3,0,"bone","(take wield)","weapon(crush)","8d13",0,"none","+23dam,+23dam",0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,"",,""
"a long arrow","arrow",70,403,408,"on a crippled {Dda{rrk{Rh{rou{Dnd{w","-------------------",0,5,"wood","(take hold)","weapon(pierce)","8d13",0,"sharp","+5dam,+5dam",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,"",,""
"a giant {ycir{Dc{yular{w nest","nest",100,404,410,"in room: Top of the Tree","-------------------",20,0,"twigs","(nosac)","container",0,"100lbs, 100 max (0% bulk),"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Ws{gp{Wec{gk{Wl{ge{Wd eg{gg{w","speckled egg",0,405,410,"inside a giant {ycir{Dc{yular{w nest in Top of the Tree","-------------------",1,0,"shell","(take)","food",5,5,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"the {Dunderside{w of the fallen {ytree{w","fallen tree",80,467,418,"in room: On a Fallen Tree Across the {cR{Di{wv{De{cr{w","-------------------",0,0,"wood","(none)","container",0,"100lbs, 100 max (0% bulk),"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a clump of {cblue m{Co{css{w","clump blue moss",70,466,418,"inside the {Dunderside{w of the fallen {ytree{w in On a Fallen Tree Across the {cR{Di{wv{De{cr{w","-------------------",0,0,"moss","(take)","pill",70,0,"frenzy,blindness","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"{DS{gw{Da{gm{Dp {gslime{x","swamp slime",0,472,427,"in room: In the Swamp","-------------------",0,0,"cloth","(none)","container",0,"2lbs, 4 max (10% bulk),"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a small {Dc{yh{De{ys{Dt{w","small chest",100,443,430,"in room: Under the Water","-------------------",15,0,"iron","(none)","container",444,"100lbs, 100 max (0% bulk),"close closed locked","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a small {Wbright{w light","small bright light",80,414,433,"on {DS{gw{Da{gm{Dp {gg{ya{gs{w","----g------V-------",0,500,"light","(take float)","light",0,200,"(limited)","+2int,+2wis",0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Dw{ga{Drp{ge{Dd{w and {Dtw{ri{Dsted{y tree{w","warped twisted tree",100,465,435,"in room: The Dark End of the Swamp","-------------------",0,0,"wood","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {cb{Cu{cb{Cb{cl{Ci{cn{Cg{r hot {cspring{w","hot spring",0,453,436,"in room: A Small Clearing","-------------------",0,0,"water","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Ddark hole{w in a {yr{wo{ytt{we{yn tree trunk{w","tree hole trunk",80,441,447,"in room: A Bend in the Path","-------------------",0,0,"cloth","(none)","container",0,"100lbs, 100 max (0% bulk),"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"between the {Dbo{wu{Wld{we{Drs{w","side hill boulders",0,440,460,"in room: Around the Side of a Large Hill","-------------------",0,0,"dirt","(none)","container",0,"100lbs, 100 max (0% bulk),"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a long {Df{wu{Wr c{wo{Dat{w","fur hide coat",90,436,465,"on A large long {Dfu{wrr{Wed{y beast{w","-------------------",5,200,"fur","(take body)","armor","10/30/20/30",-1208607640,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a pair of {Df{yea{Dthered wi{yngs{w","feathered wings",86,435,468,"on a {Dmonst{rrous{w and {gd{yi{gs{yea{gs{ye{gd{w {Deag{yle{w","-------------------",2,100,"feathers wings","(take arms)","armor","30/30/26/0",-1208607744,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"the fresh remains of a would be {ge{Gx{gp{Gl{go{Gr{ge{Gr{w","fresh remains",0,431,470,"in room: Up the {cR{Di{wv{De{cr{w","-------------------",0,0,"bone","(none)","container",0,"100lbs, 100 max (0% bulk),"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a large stump","large stump",90,426,474,"in room: A Small Clearing","-------------------",0,0,"wood","(none)","container",0,"100lbs, 100 max (0% bulk),"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"an {yold{w hand {Da{wx{De{w","old hand axe",70,427,474,"inside a large stump in A Small Clearing","-------------------",10,100,"stone","(take wield)","weapon(chop)","8d13",0,"sharp","+8dam,+8dam",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,"",,""
"a {Dl{war{Dge da{wgg{Der{w with a {yleather{w handle","dagger leather",80,406,476,"on a {gw{Gi{gld{w child","-------------------",5,500,"cloth","(take wield)","weapon(stab)","9d14",0,"none","+4dam,+4dam",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,"",,""
"a {Wt{Dw{Wi{Ds{Wt{De{Wd {Dr{Wo{Dp{We {Db{We{Dl{Wt{w","twisted rope belt",90,461,476,"on a {gw{Gi{gld{w child","---------------B---",0,100,"rope","(take waist)","armor","20/20/20/30",0,"","+2dex,+2con",0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a large {rfi{Yr{re{w","large fire",100,401,476,"in room: In Front of a Small {ySh{wa{yck{w","---------------B---",1,0,"flame","(nosac)","container",0,"100lbs, 100 max (0% bulk),"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a short {ylog{w that is {rb{Rur{Yn{Ri{rng{w on one end","burning log",50,420,499,"inside a large {rfi{Yr{re{w in A Secluded Hut","----g--------------",0,100,"wood","(take wield)","weapon(pound)","6d11",0,"flaming","-2hit,+8dam,-2hit,+8dam",-2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,8,0,0,0,0,0,0,0,"",,""
"a large {Dir{wo{Dn pot{w","large iron pot",100,400,476,"in room: In Front of a Small {ySh{wa{yck{w","------d--------B---",100,100,"iron","(nosac)","container",0,"100lbs, 100 max (0% bulk),"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"some {ybrown{w stew","brown stew",50,464,499,"inside a large {Dir{wo{Dn pot{w in A Secluded Hut","-------------------",0,0,"stew","(take)","food",3,3,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {yd{Dirt{yy{w hammock","dirty hammock",0,429,477,"in room: A Rundown Old {ySh{wa{yck{w","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a small {Wclean{w hammock","clean hammock",0,430,477,"in room: A Rundown Old {ySh{wa{yck{w","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a very heavy {Ds{yt{Dro{yn{Dg {wbox","heavy strong box",0,451,477,"in room: A Rundown Old {ySh{wa{yck{w","-------------------",5000,0,"cloth","(take)","container",452,"500lbs, 500 max (0% bulk),"close nopick closed locked","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a wood weapon rack","weapon rack",0,463,477,"in room: A Rundown Old {ySh{wa{yck{w","-------------------",0,0,"wood","(none)","container",0,"100lbs, 100 max (0% bulk),"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a simple {ywooden{w bow","simple wooden bow",90,407,477,"inside a wood weapon rack in A Rundown Old {ySh{wa{yck{w","---------------B---",5,100,"wood","(take wield)","weapon(slap)","10d15",0,"none","+5hit,+4dam,+5hit,+4dam",5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,"",,""
"a plain {yleather{w quiver","leather quiver",50,408,477,"in room: A Rundown Old {ySh{wa{yck{w","-------------------",1,50,"leather","(take back)","container",0,"20lbs, 20 max (0% bulk),"","-10arm,-10arm",0,0,0,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,0,"",,""
"a strange doorway","strange doorway",100,460,479,"in room: A Smelly {DH{yo{Dle{w","-------------------",0,0,"stone","(none)","portal to nowhere?",4096,0,"16","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a simple pointy stick","simple pointy stick",80,402,479,"on An Old Hermit","-------------------",5,10,"wood","(take wield)","weapon(pierce)","9d14",0,"sharp","+4dam,+4dam",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,"",,""
"vibrant {Cb{Gl{Cu{Ge-g{Cr{Ge{Ce{Gn{w eyes","vibrant eyes",90,442,479,"on An Old Hermit","---------------B---",1,200,"nothing","(take face)","armor","15/15/15/45",0,"","+3hit,+3hit",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,"",,""
"a handful of {Dwebs{w","sticky web",0,416,480,"in room: Odd Markings on the Trail","-------------------",0,0,"webbing","(nosac)","container",0,"100lbs, 100 max (0% bulk),"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Wweb{w encased {ycri{Dtt{yer{w","web critter",100,458,484,"inside a handful of {Dwebs{w in A Long Lost Trail","-------------------",0,0,"animal","(take)","food",10,10,"poisoned","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Dsp{ri{Dder{w egg {Ws{wa{Dc{w","spider egg sac",50,459,484,"inside a handful of {Dwebs{w in A Long Lost Trail","-------------------",0,0,"web","(take)","food",2,5,"poisoned","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a giant {Dw{wa{Dr{w axe","giant war axe",90,424,488,"in room: Stuck in the Webs","-------------------",20,100,"iron","(take wield)","weapon(slash)","10d15",0,"two-handed","+10hit,+23dam,-1dex,+10hit,+23dam",10,23,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,23,0,0,0,0,0,0,0,"",,""
"the old remains of a long dead adventurer","adventurer remains",90,425,488,"in room: Stuck in the Webs","-------------------",0,0,"bone","(none)","container",0,"100lbs, 100 max (0% bulk),"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a pair of {Dwool{w pants","wool pants",75,455,488,"inside the old remains of a long dead adventurer in Stuck in the Webs","-------------------",0,0,"cloth","(take legs)","armor","25/25/25/0",-1208605696,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {ms{Mt{Yr{Wa{Yn{Mg{me{w tattoo on a chunk of {Dro{ytt{Den{w flesh","rotten flesh tattoo",75,432,495,"inside the fresh remains of a would be {ge{Gx{gp{Gl{go{Gr{ge{Gr{w in A Small Ditch","-------------------",0,0,"flesh","(take)","armor","5/5/5/20",-1208608056,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a gaudily poofy {Wshirt{w","poofy shirt",75,456,495,"inside the fresh remains of a would be {ge{Gx{gp{Gl{go{Gr{ge{Gr{w in A Small Ditch","-------------------",0,5,"cloth","(take torso)","armor","20/20/20/15",-1208605608,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"the {Wskeletal{w remains of a foolish {Dt{wr{Da{wv{De{Dl{we{Dr{w","skeletal remains skeleton",0,433,496,"in room: A Small Ditch","-------------------",0,0,"bone","(none)","container",0,"100lbs, 100 max (0% bulk),"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"an {Da{Wn{Dc{Wi{De{Wn{Dt{w breastplate","ancient breastplate",80,447,496,"inside the {Wskeletal{w remains of a foolish {Dt{wr{Da{wv{De{Dl{we{Dr{w in A Small Ditch","-------------------",5,100,"iron","(take torso)","armor","30/20/30/0",-1208606496,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a large {yoak tree{w","large oak tree",90,437,499,"in room: A Secluded Hut","-------------------",0,0,"wood","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a large {Ddead{w {ra{Rn{rt{w","large dead ant",5,470,499,"on an old witch doctor","-----------------#-",0,600,"corpse","(take)","pill",10,0,"poison","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a fat {ybrown slug{w","brown slug",5,469,499,"on an old witch doctor","-----------------#-",0,400,"slug","(take)","pill",10,0,"infravision,detect hidden,detect invis","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a small {Gshiny green{w leaf","green shiny leaf",5,409,499,"on an old witch doctor","-----------------#-",0,150,"leaf","(take)","pill",100,0,"cure poison","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
